ExID,ExpName,ReferenceTag,Location,ClimateName,MethodName,MTFName,SPName,SMName,DatasetAddedBy,DatasetCheckedBy,LocID_x,Latitude,Longitude,Precipitation,LocComments,RefID,ReferenceYear,ReferenceName,DOI,ReferenceTitle,RefComments,MTFID_x,Month1,Month2,Season,YearExp,Reps,SE,SD,Method,Direction,Tmin,Tmax,UpperD_m,Diameter,Diameter2,Diameter3,Comment,SSPID_x,TextureClass,SoilTextureUSDA,SoilTextureFAO,SoilType,SoilTypeClass,SoilTypeWRB,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,Comments_x,LocID_y,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Isothermality,Elevation,AverageAridityIndex,AverageAnnualEvapoTranspiration,AridityClass,MTFID_y,Ks,Kunsat,slope,R2,Hmin,intercept,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,SSPID_y,Landuse,LanduseClass,Tillage,TillageClass,NbOfCropRotation,CurrentCrop,CropClass,CropRotation,CoverCrop,CoverCropClass,Residue,ResidueClass,Grazing,GrazingClass,Irrigation,IrrigationClass,Compaction,CompactionClass,OtherAmendments,AmendmentClass,SamplingTime,SamplingTimeClass,Comments_y
585,AllettoCTR3P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTR3P2,AllettoCTR3P2,AllettoCTR3P2,AllettoCTR3P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,585,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,585,"medium (sandy loam, loam, sandy clay loam, sandy clay)",loam,medium,Gleyic Luvisol,Luvisols,,0.104,0.374,0.509,1.4,0.013,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,585,23.4924,4.0,1.1,0.98,20.0,2.80206,23.4924,23.4924,15.03926,10.95958,8.574188,7.016065,5.921778,5.112826,4.491519,4.0,585,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
586,AllettoMTR1P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTR1P1,AllettoMTR1P1,AllettoMTR1P1,AllettoMTR1P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,586,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,586,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.331,0.516,0.125,1.21,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,586,20.963,4.4,0.97,0.98,20.0,2.583453,20.963,20.963,14.14637,10.70174,8.618899,7.221808,6.218814,5.463304,4.87346,4.4,586,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
587,AllettoMTR1P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTR1P2,AllettoMTR1P2,AllettoMTR1P2,AllettoMTR1P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,587,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,587,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.331,0.516,0.125,1.41,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,587,25.9841,3.7,1.1,0.98,17.0,2.768202,25.9841,21.73045,13.91132,10.13761,7.931124,6.48986,5.477645,4.729364,4.154655,3.7,587,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
588,AllettoMTR2P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTR2P1,AllettoMTR2P1,AllettoMTR2P1,AllettoMTR2P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,588,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,588,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.152,0.58,0.243,1.24,0.012,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,588,24.3296,4.6,0.94,0.99,17.0,2.542758,24.3296,20.88284,14.26474,10.88482,8.82523,7.435251,6.432291,5.673529,5.078902,4.6,588,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
589,AllettoMTR2P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTR2P2,AllettoMTR2P2,AllettoMTR2P2,AllettoMTR2P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,589,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,589,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.152,0.58,0.243,1.43,0.012,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,589,19.5,3.9,1.0,0.97,20.0,2.591065,19.5,19.5,13.0,9.75,7.8,6.5,5.571429,4.875,4.333333,3.9,589,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
590,AllettoMTR3P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTR3P1,AllettoMTR3P1,AllettoMTR3P1,AllettoMTR3P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,590,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,590,"medium (sandy loam, loam, sandy clay loam, sandy clay)",sandy loam,medium,Gleyic Luvisol,Luvisols,,0.108,0.302,0.577,1.24,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,590,24.8975,4.9,1.01,0.95,20.0,2.710196,24.8975,24.8975,16.53117,12.36276,9.868164,8.208491,7.025012,6.138683,5.450184,4.9,590,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
591,AllettoMTR3P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTR3P2,AllettoMTR3P2,AllettoMTR3P2,AllettoMTR3P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,591,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,591,"medium (sandy loam, loam, sandy clay loam, sandy clay)",sandy loam,medium,Gleyic Luvisol,Luvisols,,0.108,0.302,0.577,1.37,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,591,21.7656,4.5,1.01,0.97,21.0,2.673213,21.7656,21.7656,15.18169,11.35356,9.0626,7.53841,6.451541,5.637566,5.005271,4.5,591,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
592,AllettoCT151P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCT151P1,AllettoCT151P1,AllettoCT151P1,AllettoCT151P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,592,5.0,6.0,spring,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,592,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.32,0.502,0.109,0.97,0.01,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,592,156.7734,1.8,1.94,0.98,10.0,4.135273,156.7734,40.85774,18.60618,10.6482,6.906702,4.849077,3.595691,2.775095,2.208218,1.8,592,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
593,AllettoCT151P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCT151P2,AllettoCT151P2,AllettoCT151P2,AllettoCT151P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,593,10.0,10.0,autumn,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,593,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.32,0.502,0.109,1.5,0.01,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,593,37.7536,2.6,1.46,0.97,16.0,3.334973,37.7536,27.25647,15.07913,9.907538,7.152817,5.481161,4.376533,3.601322,3.03235,2.6,593,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
594,AllettoCT152P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCT152P1,AllettoCT152P1,AllettoCT152P1,AllettoCT152P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,594,5.0,6.0,spring,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,594,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.166,0.623,0.146,1.05,0.008,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,594,219.411,7.1,1.49,0.96,10.0,3.831258,219.411,78.11306,42.69212,27.80923,19.94312,15.19893,12.07987,9.900435,8.306862,7.1,594,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
595,AllettoCT152P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCT152P2,AllettoCT152P2,AllettoCT152P2,AllettoCT152P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,595,10.0,10.0,autumn,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,595,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.166,0.623,0.146,1.5,0.008,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,595,25.1832,4.5,1.07,0.95,20.0,2.793213,25.1832,25.1832,16.31897,11.99522,9.44745,7.773036,6.591096,5.713553,5.037013,4.5,595,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
596,AllettoCT153P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCT153P1,AllettoCT153P1,AllettoCT153P1,AllettoCT153P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,596,5.0,6.0,spring,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,596,"medium (sandy loam, loam, sandy clay loam, sandy clay)",loam,medium,Gleyic Luvisol,Luvisols,,0.104,0.374,0.509,1.13,0.013,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,596,92.3788,2.6,1.75,0.99,13.0,3.914973,92.3788,43.46812,21.38017,12.92315,8.745323,6.356363,4.853464,3.842075,3.126432,2.6,596,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
597,AllettoCT153P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCT153P2,AllettoCT153P2,AllettoCT153P2,AllettoCT153P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,597,10.0,10.0,autumn,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,597,"medium (sandy loam, loam, sandy clay loam, sandy clay)",loam,medium,Gleyic Luvisol,Luvisols,,0.104,0.374,0.509,1.5,0.013,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,597,30.1832,3.6,1.24,0.99,18.0,3.036303,30.1832,26.48654,16.02036,11.21368,8.503147,6.78258,5.602488,4.747565,4.102436,3.6,597,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
598,AllettoMT151P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMT151P1,AllettoMT151P1,AllettoMT151P1,AllettoMT151P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,598,5.0,6.0,spring,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,598,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.331,0.516,0.125,1.31,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,598,72.0332,3.3,1.74,0.97,17.0,3.998514,72.0332,54.29024,26.81161,16.25285,11.02316,8.026584,6.138233,4.865611,3.963985,3.3,598,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
599,AllettoMT151P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMT151P2,AllettoMT151P2,AllettoMT151P2,AllettoMT151P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,599,10.0,10.0,autumn,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,599,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.331,0.516,0.125,1.34,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,599,85.6406,2.1,1.68,0.97,11.0,3.682219,85.6406,31.36815,15.87287,9.789455,6.728987,4.953649,3.823443,3.055119,2.506639,2.1,599,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
600,AllettoMT152P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMT152P1,AllettoMT152P1,AllettoMT152P1,AllettoMT152P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,600,5.0,6.0,spring,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,600,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.152,0.58,0.243,1.33,0.012,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,600,77.1443,6.9,1.5,0.97,20.0,3.838849,77.1443,77.1443,41.99206,27.27464,19.51615,14.84644,11.78154,9.643043,8.081376,6.9,600,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
601,AllettoMT152P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMT152P2,AllettoMT152P2,AllettoMT152P2,AllettoMT152P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,601,10.0,10.0,autumn,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,601,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.152,0.58,0.243,1.37,0.012,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,601,73.7568,5.1,1.26,0.98,12.0,3.22757,73.7568,38.75006,23.24863,16.17985,12.21428,9.707326,7.993678,6.7558,5.824044,5.1,601,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
602,AllettoMT153P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMT153P1,AllettoMT153P1,AllettoMT153P1,AllettoMT153P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,602,5.0,6.0,spring,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,602,"medium (sandy loam, loam, sandy clay loam, sandy clay)",sandy loam,medium,Gleyic Luvisol,Luvisols,,0.108,0.302,0.577,1.23,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,602,38.4713,5.4,1.22,0.98,20.0,3.172394,38.4713,38.4713,23.4588,16.51508,12.57912,10.07046,8.343997,7.089637,6.1407,5.4,602,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
603,AllettoMT153P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMT153P2,AllettoMT153P2,AllettoMT153P2,AllettoMT153P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,603,10.0,10.0,autumn,2005.0,6.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.15,8.0,,,,603,"medium (sandy loam, loam, sandy clay loam, sandy clay)",sandy loam,medium,Gleyic Luvisol,Luvisols,,0.108,0.302,0.577,1.4,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,603,30.6304,5.3,1.09,0.98,20.0,2.904276,30.6304,30.6304,19.68855,14.389,11.28232,9.24892,7.81842,6.759394,5.944996,5.3,603,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,unknown,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
